,master_release,path,dominant_r,dominant_g,dominant_b,gender,age,dominant_race,emotion,Blues,Brass & Military,Children's,Classical,Electronic,"Folk, World, & Country",Funk&Soul,Hip Hop,Jazz,Latin,Non-Music,Pop,Reggae,Rock,Stage & Screen
1966,131137,Funk&Soul\131137.jpeg,123,117,111.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,131139,Funk&Soul\131139.jpeg,93,67,83.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,131197,Funk&Soul\131197.jpeg,147,140,112.0,Man,27.0,asian,"{'angry': 1.986631192266941, 'disgust': 6.964719290181165e-06, 'fear': 1.5350895933806896, 'happy': 0.04246574535500258, 'sad': 32.139527797698975, 'surprise': 3.214973105514218e-05, 'neutral': 64.29625153541565}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,131397,Funk&Soul\131397.jpeg,35,54,94.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,131398,Funk&Soul\131398.jpeg,107,82,74.0,Man,27.0,black,"{'angry': 4.706680402159691, 'disgust': 8.950568144427962e-05, 'fear': 4.570390656590462, 'happy': 0.02529080957174301, 'sad': 7.6867759227752686, 'surprise': 1.9938871264457703, 'neutral': 81.01688623428345}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,131447,Funk&Soul\131447.jpeg,117,112,111.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,131459,Funk&Soul\131459.jpeg,154,124,72.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,131599,Funk&Soul\131599.jpeg,114,99,74.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,131600,Funk&Soul\131600.jpeg,176,178,174.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,131713,Funk&Soul\131713.jpeg,84,66,91.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,131714,Funk&Soul\131714.jpeg,116,96,106.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,132253,Funk&Soul\132253.jpeg,190,129,124.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,132410,Funk&Soul\132410.jpeg,143,141,139.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,132468,Funk&Soul\132468.jpeg,121,83,46.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,133642,Funk&Soul\133642.jpeg,101,97,102.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,133749,Funk&Soul\133749.jpeg,223,221,222.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,133786,Funk&Soul\133786.jpeg,97,93,92.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,134145,Funk&Soul\134145.jpeg,160,112,103.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,134154,Funk&Soul\134154.jpeg,129,102,72.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,134155,Funk&Soul\134155.jpeg,75,51,52.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,134214,Funk&Soul\134214.jpeg,134,147,146.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,134335,Funk&Soul\134335.jpeg,132,103,92.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,134339,Funk&Soul\134339.jpeg,160,148,38.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,134459,Funk&Soul\134459.jpeg,206,202,194.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,134478,Funk&Soul\134478.jpeg,126,109,100.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,134938,Funk&Soul\134938.jpeg,167,161,150.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,134959,Funk&Soul\134959.jpeg,143,117,116.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,135052,Funk&Soul\135052.jpeg,112,101,115.0,Man,29.0,black,"{'angry': 4.328292866247467, 'disgust': 3.4030981451742996e-09, 'fear': 89.41167529890986, 'happy': 5.212083769564853, 'sad': 0.06895538946906564, 'surprise': 0.2588687153231332, 'neutral': 0.7201283202396822}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,135053,Funk&Soul\135053.jpeg,175,78,82.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,135414,Funk&Soul\135414.jpeg,147,126,118.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,135500,Funk&Soul\135500.jpeg,147,110,101.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,135573,Funk&Soul\135573.jpeg,140,110,109.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,135574,Funk&Soul\135574.jpeg,145,100,90.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,136147,Funk&Soul\136147.jpeg,47,36,34.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,136159,Funk&Soul\136159.jpeg,118,84,68.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,136476,Funk&Soul\136476.jpeg,186,79,87.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,136488,Funk&Soul\136488.jpeg,200,140,114.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,136496,Funk&Soul\136496.jpeg,57,49,87.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,136498,Funk&Soul\136498.jpeg,160,135,120.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,136499,Funk&Soul\136499.jpeg,108,82,67.0,Man,29.0,black,"{'angry': 0.012845917080994695, 'disgust': 3.1598081789985244e-09, 'fear': 2.0775722475718794e-05, 'happy': 90.01107215881348, 'sad': 0.02318175829714164, 'surprise': 0.002086839776893612, 'neutral': 9.950796514749527}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,136516,Funk&Soul\136516.jpeg,48,47,55.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,136721,Funk&Soul\136721.jpeg,88,76,74.0,Man,30.0,black,"{'angry': 0.5671896506100893, 'disgust': 3.214322141786852e-08, 'fear': 0.0039771974115865305, 'happy': 0.0001511017785560398, 'sad': 0.9459285065531731, 'surprise': 0.000247534671871108, 'neutral': 98.4825074672699}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,136734,Funk&Soul\136734.jpeg,97,83,74.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,136739,Funk&Soul\136739.jpeg,129,133,132.0,Woman,29.0,white,"{'angry': 1.960454136133194, 'disgust': 9.806018219649104e-07, 'fear': 31.39922320842743, 'happy': 0.0042007133743027225, 'sad': 27.945882081985474, 'surprise': 0.0014833082786935847, 'neutral': 38.68875205516815}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,136785,Funk&Soul\136785.jpeg,127,121,115.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,136795,Funk&Soul\136795.jpeg,142,87,71.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,136803,Funk&Soul\136803.jpeg,54,41,33.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,136820,Funk&Soul\136820.jpeg,159,80,68.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,136892,Funk&Soul\136892.jpeg,175,162,149.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,136893,Funk&Soul\136893.jpeg,88,68,75.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,136896,Funk&Soul\136896.jpeg,88,89,83.0,Man,24.0,white,"{'angry': 0.12647067540161913, 'disgust': 2.0439532713221312e-09, 'fear': 0.06891357719054249, 'happy': 2.3613686694346274, 'sad': 0.22568649508792105, 'surprise': 0.11364941210218216, 'neutral': 97.10391129301921}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,136920,Funk&Soul\136920.jpeg,81,64,59.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,136923,Funk&Soul\136923.jpeg,185,178,183.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,136938,Funk&Soul\136938.jpeg,169,151,122.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,136970,Funk&Soul\136970.jpeg,157,146,146.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,137000,Funk&Soul\137000.jpeg,125,89,75.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,137002,Funk&Soul\137002.jpeg,50,40,35.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,137014,Funk&Soul\137014.jpeg,171,146,128.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,137840,Funk&Soul\137840.jpeg,27,24,25.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,137847,Funk&Soul\137847.jpeg,101,109,129.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,137854,Funk&Soul\137854.jpeg,97,88,82.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,137887,Funk&Soul\137887.jpeg,88,39,35.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,137929,Funk&Soul\137929.jpeg,36,31,30.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,137938,Funk&Soul\137938.jpeg,130,112,109.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,137939,Funk&Soul\137939.jpeg,80,64,61.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,137941,Funk&Soul\137941.jpeg,168,163,161.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,138012,Funk&Soul\138012.jpeg,133,93,77.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,138014,Funk&Soul\138014.jpeg,89,55,49.0,Man,33.0,asian,"{'angry': 0.005464944555295722, 'disgust': 7.627154942114161e-10, 'fear': 1.1097764204709029, 'happy': 0.0741254275310275, 'sad': 90.56345932919272, 'surprise': 5.0852702648521295e-06, 'neutral': 8.24716663394372}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,138144,Funk&Soul\138144.jpeg,119,118,119.0,Man,26.0,asian,"{'angry': 41.06370615199731, 'disgust': 0.0015676747302875245, 'fear': 10.207974438908764, 'happy': 0.034147395057727986, 'sad': 21.018244800776863, 'surprise': 0.04511664491153271, 'neutral': 27.629241033882973}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,138410,Funk&Soul\138410.jpeg,173,159,163.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,138465,Funk&Soul\138465.jpeg,109,106,99.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,138466,Funk&Soul\138466.jpeg,107,100,96.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,138480,Funk&Soul\138480.jpeg,48,28,26.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,138534,Funk&Soul\138534.jpeg,129,110,98.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,138612,Funk&Soul\138612.jpeg,99,116,138.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,138615,Funk&Soul\138615.jpeg,176,117,104.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,13869,Funk&Soul\13869.jpeg,139,99,99.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,138846,Funk&Soul\138846.jpeg,90,85,88.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,138847,Funk&Soul\138847.jpeg,145,164,166.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,138849,Funk&Soul\138849.jpeg,117,102,114.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,138862,Funk&Soul\138862.jpeg,175,161,157.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,138877,Funk&Soul\138877.jpeg,98,98,97.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,138881,Funk&Soul\138881.jpeg,97,80,24.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,138911,Funk&Soul\138911.jpeg,78,67,61.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,138923,Funk&Soul\138923.jpeg,183,100,96.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,139071,Funk&Soul\139071.jpeg,112,88,76.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,139084,Funk&Soul\139084.jpeg,176,176,176.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,139144,Funk&Soul\139144.jpeg,156,108,73.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,139653,Funk&Soul\139653.jpeg,211,136,166.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,139671,Funk&Soul\139671.jpeg,38,37,34.0,Man,32.0,black,"{'angry': 98.39814305305481, 'disgust': 0.009755532664712518, 'fear': 0.950282346457243, 'happy': 0.0010486224709893577, 'sad': 0.5485423840582371, 'surprise': 0.0013981773008708842, 'neutral': 0.09082271717488766}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,139753,Funk&Soul\139753.jpeg,142,140,143.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,140094,Funk&Soul\140094.jpeg,122,91,78.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,140268,Funk&Soul\140268.jpeg,121,120,126.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,140295,Funk&Soul\140295.jpeg,163,158,148.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,140519,Funk&Soul\140519.jpeg,99,91,84.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2061,14091,Funk&Soul\14091.jpeg,215,215,218.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,140990,Funk&Soul\140990.jpeg,214,212,209.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,141051,Funk&Soul\141051.jpeg,139,19,68.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,141114,Funk&Soul\141114.jpeg,134,122,118.0,Woman,26.0,white,"{'angry': 1.0686018504202366, 'disgust': 0.0020127043171669357, 'fear': 3.156128153204918, 'happy': 0.5680166184902191, 'sad': 76.64602994918823, 'surprise': 0.0001175259626506886, 'neutral': 18.5590922832489}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,141195,Funk&Soul\141195.jpeg,178,168,107.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,141202,Funk&Soul\141202.jpeg,78,63,56.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,141208,Funk&Soul\141208.jpeg,79,58,50.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,141216,Funk&Soul\141216.jpeg,116,91,77.0,Man,42.0,black,"{'angry': 1.629079033130254e-10, 'disgust': 2.1876498599749126e-14, 'fear': 1.998021609272982e-08, 'happy': 99.89392161369324, 'sad': 6.609655400779957e-06, 'surprise': 9.101329823124615e-06, 'neutral': 0.10606240248307586}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,141231,Funk&Soul\141231.jpeg,133,115,111.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,141233,Funk&Soul\141233.jpeg,152,143,132.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,141238,Funk&Soul\141238.jpeg,113,68,61.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,141241,Funk&Soul\141241.jpeg,173,111,97.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,141247,Funk&Soul\141247.jpeg,189,185,176.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,141257,Funk&Soul\141257.jpeg,112,85,73.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,141258,Funk&Soul\141258.jpeg,53,46,41.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,141260,Funk&Soul\141260.jpeg,146,132,121.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,141262,Funk&Soul\141262.jpeg,101,99,99.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,141267,Funk&Soul\141267.jpeg,49,48,65.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,14132,Funk&Soul\14132.jpeg,79,55,36.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,141574,Funk&Soul\141574.jpeg,157,148,136.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,141576,Funk&Soul\141576.jpeg,208,158,37.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,141585,Funk&Soul\141585.jpeg,111,110,108.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,141639,Funk&Soul\141639.jpeg,177,172,150.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,14164,Funk&Soul\14164.jpeg,112,115,116.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,141640,Funk&Soul\141640.jpeg,241,114,79.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,141641,Funk&Soul\141641.jpeg,127,77,34.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,141661,Funk&Soul\141661.jpeg,51,51,52.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,14171,Funk&Soul\14171.jpeg,72,67,64.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,141725,Funk&Soul\141725.jpeg,157,137,124.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,141728,Funk&Soul\141728.jpeg,154,128,114.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
